name,category,lat,lon,brand,address,website,phone
,clothing_store,1.4313822,103.8286916,,,,
,clothing_store,1.4315038,103.8286431,,,,
,clothing_store,1.4313429,103.8285911,,,,
,clothing_store,1.4315012,103.8286186,,,,
,clothing_store,1.4315066,103.8286793,,,,
,clothing_store,1.4313913,103.8287413,,,,
,clothing_store,1.4313765,103.8285126,,,,
,clothing_store,1.4313214,103.828518,,,,
,clothing_store,1.4315049,103.8286609,,,,
,clothing_store,1.4314497,103.8286816,,,,
,clothing_store,1.4313314,103.8283925,,,,
,clothing_store,1.4312992,103.8284051,,,,
Fashion One,clothing_store,1.2935551,103.7846004,,,,
Muacks,clothing_store,1.2937484,103.7845895,,,,
Nana & Bird,clothing_store,1.2823461,103.8303974,,Yong Siak Street,,
In Good Company,clothing_store,1.3603338,103.9893304,,,,
Furla,clothing_store,1.3605605,103.9894748,,,,
Kate Spade New York,clothing_store,1.3605702,103.9896878,Kate Spade New York,,,
Frank Muller,clothing_store,1.3604782,103.989954,,,,
Iroo,clothing_store,1.3599457,103.9891164,,,,
Jack Wills,clothing_store,1.3600265,103.9890648,Jack Wills,,,
Mark Nason Los Angeles X Skechers,clothing_store,1.360117,103.9890223,,,,
Lacoste,clothing_store,1.3601841,103.9889954,Lacoste,,,
Calvin Klein,clothing_store,1.360315,103.9889745,Calvin Klein,,,
Evisu,clothing_store,1.3607941,103.9893073,,,,
Love Moschino,clothing_store,1.3608186,103.98936,,,,
Hugo Boss,clothing_store,1.3607961,103.9894762,Hugo Boss,,,
Fred Perry,clothing_store,1.3601163,103.989288,,,,
Puma,clothing_store,1.3603666,103.9893169,Puma,,,
Timberland,clothing_store,1.3603084,103.989286,Timberland,,,
Nike,clothing_store,1.3608378,103.9896777,Nike,,,
Urban Revivo,clothing_store,1.3608155,103.9893935,,,,
Fila,clothing_store,1.3600022,103.9890784,Fila,,,
Kappa,clothing_store,1.3601182,103.9892956,,,,
Cotton On Kids,clothing_store,1.3605462,103.9896867,Cotton On Kids,,,
Turtle,clothing_store,1.3605482,103.9896165,,,,
Bloomb,clothing_store,1.3607949,103.9895912,,,,
Petit Bateau,clothing_store,1.3607848,103.9894948,Petit Bateau,,,
Michael Kors,clothing_store,1.3616316,103.9912504,Michael Kors,,,
Gucci,clothing_store,1.3617095,103.9910806,Gucci,,,
Burberry,clothing_store,1.3617532,103.9910017,Burberry,,,
Hugo Boss,clothing_store,1.3618864,103.9907774,Hugo Boss,,,
Uniqlo,clothing_store,1.3630822,103.9891362,Uniqlo,,,
Tory Burch,clothing_store,1.3618911,103.9911975,Tory Burch,,,
Hermès,clothing_store,1.3619779,103.9910302,Hermès,,,
Charles and Keith,clothing_store,1.3621147,103.99123,,,,
BloomB,clothing_store,1.3622429,103.9910425,,,,
Cotton On,clothing_store,1.3010071,103.9056701,Cotton On,"80 Marine Parade Rd, Parkway Parade",,
GG<5,clothing_store,1.3017347,103.9048249,,,,
Giordano,clothing_store,1.3013644,103.9050283,,,,
G2000,clothing_store,1.3011281,103.9051955,,,,
Levi's,clothing_store,1.3010821,103.9052491,Levi's,,,
Esprit,clothing_store,1.3011454,103.9056838,Esprit,,,
Fond,clothing_store,1.3012565,103.9053631,,,,
Chomel,clothing_store,1.3013634,103.9052766,,,,
Bella Marie France,clothing_store,1.3017525,103.9047939,,,,
Cotton on Kids,clothing_store,1.3012976,103.90493,,,,
Mothercare,clothing_store,1.3010477,103.905086,,,,
Chateau de Sable,clothing_store,1.3010639,103.9049641,,,,
Surene Collection,clothing_store,1.3013945,103.9050505,,,,
Sun Paradise,clothing_store,1.3013532,103.9050517,,,,
in 2Kids,clothing_store,1.3013241,103.9049961,,,,
J@Wardrobe,clothing_store,1.3016948,103.9050489,,,,
Only Luxury Collection,clothing_store,1.3016432,103.9050918,,,,
Winter Time,clothing_store,1.301514,103.9052122,,,,
NaNa Reve de La,clothing_store,1.3016047,103.9051451,,,,
Rose of Sharon,clothing_store,1.3015836,103.9051651,,,,
Young Hearts,clothing_store,1.3015556,103.9051841,,,,
Showgirl,clothing_store,1.3013364,103.9053096,,,,
Uniqlo,clothing_store,1.3016879,103.9046367,Uniqlo,,,
The Chinese Wedding Shop,clothing_store,1.3014592,103.9055011,,,,
,jewelry_store,1.3258343,103.9311448,,,,
Michael Trio,jewelry_store,1.2775969,103.8437183,,Tanjong Pagar Road,https://www.michaeltrio.com/,+65 6299 0110
Chakra,jewelry_store,1.2785956,103.8437938,,Tanjong Pagar Road,http://chakradiamonds.com/,+65 6222 2688
Vivo Diamonds,jewelry_store,1.2784567,103.8439393,,Tanjong Pagar Road,https://www.vivodiamonds.com/,+65 6836 3789
Pandora,jewelry_store,1.3557559,103.9891226,Pandora,,,
SK Jewellery,jewelry_store,1.3552615,103.9887266,,,,
Beads etc,jewelry_store,1.3010039,103.8389151,,Orchard Road,,
Pure Gold,jewelry_store,1.3624264,103.9898316,,,,
1st Jewellery,jewelry_store,1.3122859,103.8779112,,Geylang Road,,
Kedai Emas Kampong Melayu,jewelry_store,1.3150425,103.8982985,,Joo Chiat Road,,
Diamond Industries,jewelry_store,1.3244117,103.8093905,,Bukit Timah Road,,
,jewelry_store,1.2832689,103.846005,,South Bridge Road,,
Chan Foon Jade & Jewellery,jewelry_store,1.2824838,103.8455343,,South Bridge Road,,
On Cheong,jewelry_store,1.2823636,103.845468,,South Bridge Road,,
Kamala Jewellers,jewelry_store,1.3097786,103.8553637,,,,
Jewellery City Co. Pte Ltd,jewelry_store,1.2908759,103.8255655,,Delta Road,,
Autium Jewellery,jewelry_store,1.296158,103.8303068,,Hoot Kiam Road,,
Meena,jewelry_store,1.306551,103.8519307,,Serangoon Road,,
MKM,jewelry_store,1.3067301,103.8521038,,Serangoon Road,,
A. R. Jewellers,jewelry_store,1.3070439,103.8523106,,Serangoon Road,,
Gold & Silver,jewelry_store,1.2989504,103.8466044,,Orchard Road,,
Merlin Goldsmith,jewelry_store,1.3064609,103.8516566,,Serangoon Road,,
Satya Jewellery,jewelry_store,1.3065469,103.8517114,,Serangoon Road,,
Abbirame,jewelry_store,1.3070902,103.8521312,,Serangoon Road,,
Cartier,jewelry_store,1.3026815,103.8347892,Cartier,Orchard Road,,
Swarovski,jewelry_store,1.3013554,103.838299,Swarovski,Orchard Road 313 Somerset,https://www.swarovski.com/,+65 89404336
MB Jewellery,jewelry_store,1.3067677,103.82903,,Orchard Road,,
JannPaul,jewelry_store,1.3057009,103.8300087,,,,
Heng Heng,jewelry_store,1.3718469,103.893856,,,,
TimeX Jewellers,jewelry_store,1.3092808,103.8550057,,,,
Heart To Heart Jewellery,jewelry_store,1.2642302,103.8203791,,,,
Ho Bee,jewelry_store,1.392318,103.8948512,,,,
Poh Heng,jewelry_store,1.3922453,103.8948382,,,,
SK Jewellery,jewelry_store,1.3920056,103.8949792,,,,
Goldheart,jewelry_store,1.3919451,103.8948888,,,,
Moneymax Jewellery,jewelry_store,1.3923874,103.8948667,,,,
Pandora,jewelry_store,1.3038406,103.8317876,Pandora,,,
Pandora,jewelry_store,1.2937087,103.8529891,Pandora,,,
Pandora,jewelry_store,1.350376,103.8485688,Pandora,,,
Pandora,jewelry_store,1.295306,103.8593302,Pandora,,,
Pandora,jewelry_store,1.3025818,103.8350411,Pandora,,,
Pandora,jewelry_store,1.3506661,103.8725107,Pandora,,,
Pandora,jewelry_store,1.2999569,103.8451456,Pandora,,,
Pandora,jewelry_store,1.2982836,103.8548803,Pandora,,,
Pandora,jewelry_store,1.2838191,103.8590623,Pandora,,,
Pandora,jewelry_store,1.26403,103.8218432,Pandora,,,
Pandora,jewelry_store,1.3341333,103.7427942,Pandora,,,
Pandora,jewelry_store,1.3553145,103.9889838,Pandora,,,
Pandora,jewelry_store,1.3391524,103.704808,Pandora,,,
Pandora,jewelry_store,1.3523954,103.9446971,Pandora,,,
Pandora,jewelry_store,1.3383352,103.9832829,Pandora,,,
Swarovski,jewelry_store,1.263853,103.821818,Swarovski,,,
Swarovski,jewelry_store,1.3002346,103.8448037,Swarovski,,,
Swarovski,jewelry_store,1.3524249,103.9448929,Swarovski,,,
Swarovski,jewelry_store,1.3386776,103.9836332,Swarovski,,,
Swarovski,jewelry_store,1.2935395,103.8318807,Swarovski,,,
Swarovski,jewelry_store,1.2820563,103.8576559,Swarovski,,,
Swarovski,jewelry_store,1.355124,103.9886319,Swarovski,,,
Swarovski,jewelry_store,1.2953861,103.8589084,Swarovski,,,
Swarovski,jewelry_store,1.2940885,103.8529038,Swarovski,,,
Swarovski,jewelry_store,1.3333746,103.7433336,Swarovski,,,
Swarovski,jewelry_store,1.3012734,103.8382078,Swarovski,,,
Swarovski,jewelry_store,1.3025378,103.8374929,Swarovski,,,
Swarovski,jewelry_store,1.3029317,103.8344507,Swarovski,,,
Swarovski,jewelry_store,1.3037994,103.8353074,Swarovski,,,
Swarovski,jewelry_store,1.3506676,103.8721551,Swarovski,,,
Swarovski,jewelry_store,1.3625932,103.9893252,Swarovski,,,
Mukuthi Corner,jewelry_store,1.3068637,103.8516219,,,,
Pandora,jewelry_store,1.3011029,103.9053061,Pandora,,,
Pandora,jewelry_store,1.3011029,103.9053061,Pandora,,,
Swarovski,jewelry_store,1.3010676,103.9054426,Swarovski,,,
Pandora,jewelry_store,1.3011029,103.9053061,Pandora,,,
Swarovski,jewelry_store,1.3010676,103.9054426,Swarovski,,,
,jewelry_store,1.3073304,103.8506711,,Kerbau Road,,
SK,jewelry_store,1.372526,103.8936664,,,,
Mukuthi Corner,jewelry_store,1.3068318,103.8516606,,,,
Jewellery Repair Service,jewelry_store,1.3506065,103.850404,,,,
Funan Jewellery,jewelry_store,1.2912205,103.8512137,,,,
Poh Heng,jewelry_store,1.3699384,103.8475206,,,,
Taka Jewellery,jewelry_store,1.3698174,103.8475279,,,,
Emperor Watch And Jewellery,jewelry_store,1.3039349,103.8329724,,,,
Gordon Max,jewelry_store,1.3048073,103.8309654,,,,
Jody Apparel,jewelry_store,1.3055584,103.8298939,,,,
House Of Hung,jewelry_store,1.3054634,103.8303322,,,,
1st Jewellery,jewelry_store,1.3151135,103.8937488,,,,
Plaza Gems,jewelry_store,1.3148272,103.8935028,,,,
Goldheart,jewelry_store,1.2991293,103.8554302,,,,
Venus Tears,jewelry_store,1.2991677,103.8554583,,,,
Lee Hwa's JewelPlay,jewelry_store,1.2992677,103.8555408,,,,
Meyson,jewelry_store,1.299027,103.855354,,,,
Taka Jewellery Radiance,jewelry_store,1.2990631,103.8553826,,,,
SK Gold,jewelry_store,1.2990948,103.8554001,,,,
Fu Heng Jewellery,jewelry_store,1.3332344,103.850176,,,,
Poh Heng,jewelry_store,1.3322806,103.8501633,,,,
Aladdin's,jewelry_store,1.3064839,103.8525095,,Upper Dickson Road,,
Cartier,jewelry_store,1.2933803,103.8517634,Cartier,,,
Goldheart,jewelry_store,1.3202911,103.843725,,,,
Youth Jewellery,jewelry_store,1.305236,103.8324306,,,,
Larry Jewelry,jewelry_store,1.3057514,103.8328337,,,,
BullionStar,jewelry_store,1.2882952,103.847127,,New Bridge Road,https://www.bullionstar.com,+65 6284 4653
Hock Ann Jewellers,jewelry_store,1.3016741,103.8544136,,,,
Anemani,jewelry_store,1.3068607,103.8518943,,Serangoon Road,,
Gold Scale,jewelry_store,1.3165935,103.8980664,,,,
ValueMax Jewellery,jewelry_store,1.3160698,103.8981733,,,,
Everest Jewellery,jewelry_store,1.3159525,103.8981833,,,,
Meyson,jewelry_store,1.3157632,103.8982658,,,,
Ming Seng Goldsmith,jewelry_store,1.3157261,103.8983326,,,,
Hong Sheng,jewelry_store,1.316031,103.8985536,,,,
Diamond Gallery,jewelry_store,1.3037943,103.9009257,,,,
Million Goldsmiths,jewelry_store,1.3082696,103.8622993,,,,
Corinne,jewelry_store,1.2917561,103.858075,,,,+65 63366552
Poh Heng,jewelry_store,1.2933939,103.8574607,,,,
Mustafa Jewellery,jewelry_store,1.3099759,103.8560112,,,,
Me Nah Jewelry,jewelry_store,1.3156883,103.8989793,,,,
Cartier,jewelry_store,1.2547669,103.8197696,Cartier,,https://www.rwsentosa.com/en/shopping/all-shops/cartier,+65 6723 7234
Swarovski,jewelry_store,1.2559969,103.8189276,Swarovski,,https://www.rwsentosa.com/en/shopping/all-shops/swarovski,+65 6723 8026
Tiffany & Company,jewelry_store,1.2551553,103.8192122,Tiffany & Company,,,
,jewelry_store,1.285895,103.8030094,,,,
Taka Jewellery,jewelry_store,1.3388232,103.705522,,,,
周大福,jewelry_store,1.338764,103.7053311,周大福,,,
Poh Heng,jewelry_store,1.338911,103.7057996,,,,
SK,jewelry_store,1.3388316,103.7055889,,,,
SK Gold,jewelry_store,1.339,103.7060535,,,,
SK Jewellery,jewelry_store,1.3854639,103.7448429,,,,
Poh Kim Diamond & Gem,jewelry_store,1.2808083,103.8224616,,Lower Delta Road,,
Creative Jewellery Studio (CJS),jewelry_store,1.2989381,103.8530949,,Middle Road,https://creativejewellerystudio.com,+6562215253
Curious Creatures,jewelry_store,1.2934124,103.8322418,,,,
Bliing,jewelry_store,1.2935616,103.8321549,,,,
Chomel,jewelry_store,1.293469,103.8322064,,,,
Ani Mani,jewelry_store,1.3064263,103.8516285,,Serangoon Road,,
Crown Jewels,jewelry_store,1.3185203,103.8631975,,,,
U Jade Jewellery,jewelry_store,1.2836437,103.8432577,,,,
Lovesignia,jewelry_store,1.3112694,103.8634296,,,,
Kim Poh Hong,jewelry_store,1.2846821,103.8468004,,,,
Swarovski,jewelry_store,1.3538707,103.9890855,Swarovski,,,
Poh Li Mei Jewellery,jewelry_store,1.2834275,103.816557,,,,
Goldheart Jewelry,jewelry_store,1.3733849,103.9485802,,Pasir Ris Central,https://shop.goldheart.com/,+65 6968 6205
SK Jewellery,jewelry_store,1.3735746,103.9486414,,Pasir Ris Central,https://www.skjewellery.com/,+65 6357 2933
Pandora,jewelry_store,1.2990599,103.8555866,Pandora,,,
SK Jewellery,jewelry_store,1.3824537,103.8925098,,,,
Luvenus,jewelry_store,1.3550538,103.9854447,,,,
Goldheart,jewelry_store,1.3917111,103.8759067,,,,
Nanyang Jade & Jewelry,jewelry_store,1.3015108,103.8546497,,,,
GMT Jewellers,jewelry_store,1.306353,103.8518973,,Serangoon Road;Dunlop Street,,
Ishtara,jewelry_store,1.3072255,103.8520788,,Serangoon Road,,
Soon Huat Goldsmith,jewelry_store,1.3071499,103.8524758,,Serangoon Road,,
Selvasegara,jewelry_store,1.3071928,103.8524921,,Serangoon Road,,
RST,jewelry_store,1.3073934,103.8521892,,Serangoon Road,,
Arthesdam,jewelry_store,1.3075439,103.8522882,,Serangoon Road,,
GRT,jewelry_store,1.3076361,103.8523489,,Serangoon Road,,
Kamala Jewellers,jewelry_store,1.3062692,103.851506,,Serangoon Road,,
Golden Villa,jewelry_store,1.3063331,103.8515525,,Serangoon Road,,
Abiraame,jewelry_store,1.3063626,103.8515741,,Serangoon Road,,
Chennai,jewelry_store,1.3063906,103.8515943,,Serangoon Road,,
Alka,jewelry_store,1.3065266,103.8516479,,Serangoon Road,,
Abiraame,jewelry_store,1.3067932,103.8518476,,Serangoon Road,,
Kamala Jewellers,jewelry_store,1.3068932,103.8518404,,Serangoon Road,,
Arthesdam,jewelry_store,1.3069256,103.8518684,,Serangoon Road,,
Malabar,jewelry_store,1.307078,103.8519816,,Serangoon Road,,
Malabar,jewelry_store,1.309888,103.8551067,,Syed Alwi Road,,
,jewelry_store,1.3568173,103.9867026,,,,
Swarovski,jewelry_store,1.3567303,103.9866671,Swarovski,,,
Tiffany & Company,jewelry_store,1.355287,103.9860006,Tiffany & Company,,,
Joyalukkas,jewelry_store,1.3124157,103.8561334,,Serangoon Road,,
Diamanti Per Tutti,jewelry_store,1.36066,103.9894202,,,,
Sincere Fine Watches,jewelry_store,1.3604337,103.9900321,,,,
周大福,jewelry_store,1.3603692,103.9900991,周大福,,,
Orient Crown,jewelry_store,1.3595904,103.9897049,,,,
Asian Artistry Fine Jewellery,jewelry_store,1.3598552,103.989277,,,,
Daniel Wellington,jewelry_store,1.3599106,103.9892182,,,,
Risis Trésor,jewelry_store,1.3604616,103.9890628,,,,
Xi,jewelry_store,1.3603964,103.9890423,,,,
Swarovski,jewelry_store,1.3615933,103.9913576,Swarovski,,,
Pandora,jewelry_store,1.3617652,103.9914608,Pandora,,,
Lovisa,jewelry_store,1.3014487,103.9052674,,,,
Swarovski,jewelry_store,1.3016953,103.9050498,Swarovski,,,
Pandora,jewelry_store,1.3018825,103.9049446,Pandora,,,
Meyson,jewelry_store,1.301608,103.9049244,,,,
Poo Heng,jewelry_store,1.3014986,103.9049941,,,,
Goldheart,jewelry_store,1.3011682,103.9052291,,,,
Princess Jewelry,jewelry_store,1.3010637,103.9053,,,,
Taka,jewelry_store,1.3017643,103.9050007,,,,
APM Monaco,jewelry_store,1.3605595,103.9890849,,,,
Popular Bookstore,bookstore,1.3095696,103.7771709,,,,
Popular,bookstore,1.3402191,103.7066812,Popular,,,
Books Kinokuniya Bugis Junction Store,bookstore,1.299605,103.8554852,Kinokuniya,Victoria Street,https://www.kinokuniya.com.sg/,+65 6339 1790
Kinokuniya,bookstore,1.3031381,103.8340384,,Orchard Road,https://www.kinokuniya.com.sg/,+65 6737 5021
The Golden Book Factory,bookstore,1.3112828,103.7949285,,,,
Wonderific Comics,bookstore,1.3102732,103.7954323,,Holland Avenue,,
Times Travel,bookstore,1.361628,103.9917286,,,,
Popular,bookstore,1.3387585,103.7787493,,Jalan Anak Bukit,https://www.popular.com.sg/,+65 64682663
Katong Catholic Book Centre,bookstore,1.3068188,103.9064897,,East Coast Road,,
Seng Yew Book Store,bookstore,1.3120349,103.9050257,,Koon Seng Road,,
Popular,bookstore,1.3923982,103.8951571,Popular,Sengkang Square,https://www.popular.com.sg/,+65 6514 6998
Wardah Books,bookstore,1.301666,103.85951,,Bussorah Street,,
NUS Co-op@LT27,bookstore,1.2969498,103.7807085,,,,
Postcard,bookstore,1.2826724,103.8433999,,,,
Sembawang Book Store,bookstore,1.371295,103.8471021,,,,
Popular,bookstore,1.3345631,103.7427958,Popular,,,
ISEAS Publishing,bookstore,1.291298,103.7767885,,,https://bookshop.iseas.edu.sg/,+65 6870 2447
NUS Co-op,bookstore,1.3190126,103.8167708,NUS Co-op,Bukit Timah Road,,+65 6762 7671
first words,bookstore,1.3115456,103.8567721,,,,
Popular,bookstore,1.2864064,103.8266811,Popular,,,
Popular,bookstore,1.3505158,103.8722286,Popular,Serangoon Central,https://www.popular.com.sg/,+65 6514 6718
Popular,bookstore,1.350342,103.8487173,Popular,,,
Popular,bookstore,1.3722462,103.8936136,Popular,,,+65 6287 0830
Popular,bookstore,1.2645912,103.8210569,Popular,Harbourfront Walk,https://www.popular.com.sg/,+65 6215 0107
Popular,bookstore,1.3321199,103.8469453,Popular,,,
Jing Ji Books & Cafe,bookstore,1.3159054,103.8857566,,,,
Epigram Books,bookstore,1.3429897,103.8459426,,Toa Payoh North,https://shop.epigrambooks.sg/,+65 6292 4456
Basheer Graphic Books,bookstore,1.2966377,103.8536159,,Bain Street,https://www.basheergraphic.com/,+65 6336 0810
Littered with Books,bookstore,1.2795649,103.8434372,,Duxton Road,http://www.litteredwithbooks.com/,+65 6220 6824
The Moon,bookstore,1.2838124,103.8450699,,Mosque Street,https://www.themoon.com.sg/,
Booklink,bookstore,1.3485415,103.6796674,,,https://www.blinks.com.sg,
Maha Yu Yi,bookstore,1.2967212,103.8539554,,Bain Street,,
Knowledge Book Centre,bookstore,1.2968991,103.8536696,,,,
Popular,bookstore,1.2969427,103.8535247,Popular,,,
Popular,bookstore,1.3525113,103.9446213,Popular,Tampines Central 5,https://www.popular.com.sg/,+65 6788 7091
Popular,bookstore,1.3724087,103.9493453,Popular,Pasir Ris Central Street 3,https://www.popular.com.sg/,+65 6385 6598
Popular,bookstore,1.3501745,103.7493863,,Bukit Batok Central Link,https://www.popular.com.sg/,+65 6513 8002
Pacific Bookstores,bookstore,1.307448,103.7985748,Pacific Bookstores,Jalan Hitam Manis,https://www.pacificbookstores.com/,
MPH,bookstore,1.3190391,103.8942312,,Eunos Road 8,https://mphonline.com/,+65 6741 4071
Popular,bookstore,1.3176946,103.8926952,Popular,Paya Lebar Road,https://www.popular.com.sg/,+65 6970 1776
Popular,bookstore,1.4024741,103.9133309,Popular,,,
The Zall Bookstore,bookstore,1.3044131,103.8306362,,,,
Books Ahoy!,bookstore,1.3061276,103.8288656,,,,
Popular,bookstore,1.359304,103.8848778,Popular,,,
Xi-An Bookstore @ Hougang,bookstore,1.3594936,103.8883262,,,,
Popular,bookstore,1.3911266,103.8759815,Popular,,,
Popular,bookstore,1.4361408,103.7862316,,Woodlands Square,https://www.popular.com.sg/,+65 6767 1250
Epicgram,bookstore,1.2798344,103.8452141,,,,
Pink Ponk Comics,bookstore,1.304137,103.9039258,,,,
Junior p@ge,bookstore,1.3053433,103.9050815,,,,
G&B Comics,bookstore,1.3082007,103.862225,,,,
Dignity Mama Stall,bookstore,1.3949506,103.8931269,,,,
Popular,bookstore,1.3429286,103.9528788,Popular,,,
Book Treasure,bookstore,1.3007877,103.8493502,,Selegie Road Parklane Shopping Mall,https://www.facebook.com/booktreasureSG/,
,bookstore,1.3009357,103.7854192,,,,
Popular,bookstore,1.3383621,103.8720406,Popular,,,
bommoi,bookstore,1.2943519,103.8496298,,Armenian Street,,
Popular 大众书局,bookstore,1.385385,103.7450538,Popular,,,
Book Bar,bookstore,1.2780429,103.8432318,,Duxton Road,https://www.bookbar.sg/contact,+65 8398 7871
Seabreeze Bookshop,bookstore,1.3282709,103.877179,,Tannery Lane,https://www.seabreezebooks.com.sg/en,+6569805638
The English Islamic Bookshop,bookstore,1.3156741,103.8966768,,,,
Popular,bookstore,1.3176347,103.8435845,Popular,,,
Elm Tree Books,bookstore,1.3733984,103.9488176,,Pasir Ris Central,https://elmtreebooks.com/,+65 6592 3591
草根書室(Grassroots Book Room),bookstore,1.2791317,103.8404795,,,,
Shing Lee Bookstore,bookstore,1.3865588,103.8980466,,,,
Evernew Book Store,bookstore,1.342277,103.7764845,,Upper Bukit Timah Road,,
Salaam Media,bookstore,1.3020163,103.8575281,,Victoria Street,,
Popular,bookstore,1.4300627,103.8357976,Popular,Northpoint City,https://popular.com.sg/,+65 68522100
Books Without Borders,bookstore,1.2811141,103.8452116,,Erskine Road,https://www.booksbeyondborders.org/,
Du Yi Bookshop,bookstore,1.3211414,103.8460438,,,,
Read More,bookstore,1.2887091,103.8052219,,,,
WHSmith,bookstore,1.3554314,103.9855137,WHSmith,,,
Bookhaven,bookstore,1.3046539,103.7726321,,,,
Dignity Mama Stall,bookstore,1.2934248,103.7846076,,,,
Wood in the Books,bookstore,1.2823975,103.8303591,,Yong Siak Street,,
Bookshop,bookstore,1.305786,103.8910318,,,,
Takashimaya,department_store,1.3025211,103.8353202,,Orchard Road,https://www.takashimaya.com.sg,
,department_store,1.2839265,103.8650441,,,,
Isetan,department_store,1.3055893,103.8316799,,Orchard Road,,+65 6733 1111
Metro,department_store,1.3040319,103.8359709,Metro,Orchard Road,https://www.metro.com.sg/,+65 6835 3322
Tangs,department_store,1.3047546,103.8330692,,Orchard Road,,
Marks & Spencer,department_store,1.3008258,103.8452495,Marks & Spencer,,,
Tangs,department_store,1.2649076,103.8213322,,,,
BHG,department_store,1.3507944,103.848927,,,,
Metro,department_store,1.4362016,103.7854854,Metro,Woodlands Square,https://www.metro.com.sg/,+65 6893 3322
Isetan,department_store,1.3502242,103.8731544,Isetan,Serangoon Central,https://www.isetan.com.sg/,+65 6363 7777
Isetan,department_store,1.3524297,103.9451051,,Tampines Central 5,https://www.isetan.com.sg/,+65 67887777
OG People's Park,department_store,1.2851945,103.8431612,,Upper Cross Street,,
OG,department_store,1.3021872,103.8539002,,Albert Street,https://og.com.sg/,
Yue Hwa,department_store,1.2849331,103.8435035,,,,
BHG,department_store,1.3000381,103.8560703,,,http://www.bhgsingapore.com.sg/,
myCK,department_store,1.2828826,103.8426258,,,,
Oxley bizhub 2,department_store,1.3319936,103.8919347,,Ubi Road 1,,
Mustafa Centre,department_store,1.3101174,103.8553229,,,,
Japan Home,department_store,1.3006548,103.8545147,,,,
Kian Joo Vegetarian Food Supply Centre 健裕斋料供应商.,department_store,1.3161426,103.8875293,,Geylang East Ave 1,,+6568416898
M&S Outlet,department_store,1.2642647,103.8230678,Marks & Spencer,,,
Don Don Donki,department_store,1.3007941,103.8395,,,https://www.dondondonki.sg,
Spotlight,department_store,1.3005626,103.8451381,,,,
無印良品,department_store,1.3010269,103.8449715,無印良品,,,+65 6264 5838
Bee Huat Department Store,department_store,1.3332638,103.9145033,,Bedok Reservoir Road,,64481827
Lim Aik Seng Departmental Store,department_store,1.3329111,103.9149701,,Bedok Reservoir Road,,
Don Don Donki,department_store,1.275015,103.8437469,,,,
Courts,department_store,1.3318811,103.8498384,Courts,,,
Japan Home,department_store,1.2642799,103.8200426,,Maritime Square,https://japanhome.com.sg/,+65 6274 1529
Don Don Donki Clarke Quay Central,department_store,1.2890537,103.8467263,Don Don Donki,Eu Tong Sen Street,http://www.dondondonki.sg/,+65 6226 2311
Marks & Spencer,department_store,1.3015533,103.9051644,Marks & Spencer,Marine Parade Road,,+65 6348 1766
M&S Outlet,department_store,1.2945558,103.8533717,Marks & Spencer,,,
Marks & Spencer,department_store,1.303487,103.83587,Marks & Spencer,Paragon,https://www.marksandspencer.com/sg/,+65 67329732
Marks & Spencer,department_store,1.3047328,103.8306664,Marks & Spencer,Orchard Road,,
Muji,department_store,1.3001996,103.8559688,Muji,Victoria Street,https://www.muji.com/sg,63367885
Marks & Spencer,department_store,1.3013496,103.9048823,Marks & Spencer,,,
,department_store,1.3022503,103.8542732,,,,
Harvey Norman,department_store,1.3013709,103.8397347,Harvey Norman,Orchard Road,,
無印良品,department_store,1.3042778,103.8321679,無印良品,,,
Muji,department_store,1.3332064,103.7429051,Muji,,,
無印良品,department_store,1.2947275,103.8532434,無印良品,,https://www.muji.com/sg/,+65 6264 4189
Muji,department_store,1.3033929,103.8356361,Muji,Orchard Road,https://www.muji.com/sg/,+65 6735 0123
Muji,department_store,1.3009232,103.8383746,Muji,Orchard Road,https://www.muji.com/sg/,+65 6634 5053
Muji,department_store,1.3540529,103.9450256,Muji,Tampines 1,https://www.muji.com/sg/,+65 6509 9733
Harvey Norman,department_store,1.3498125,103.7493112,Harvey Norman,Bukit Batok Central Link,https://www.harveynorman.com.sg/,1800-3119 989
ValueHub,department_store,1.286033,103.8287011,,,,
myCK,department_store,1.3717131,103.8467519,,,,
myCK,department_store,1.359357,103.8864027,,,,
Fancy Collection,department_store,1.3146216,103.8949356,,,,
Marks & Spencer,department_store,1.3351807,103.7465925,Marks & Spencer,,,
Dcpro Bike,department_store,1.3262915,103.8968744,,,,
Da You (Chinatown) Departmental Store Pte Ltd 大有超級百貨（私人）有限公司,department_store,1.2829501,103.8426765,,Smith Street New Bridge Centre,,+65 62203256
無印良品,department_store,1.2747604,103.8435435,無印良品,,,+65 64430159
Marks & Spencer,department_store,1.3174895,103.8926132,,PLQ Mall,,
Muji,department_store,1.4146092,103.9091028,,,,
,department_store,1.4315225,103.8278411,,,,
Marks & Spencer,department_store,1.3013107,103.9056088,Marks & Spencer,,,
,cafe,1.3893648,103.8862866,,,,
,cafe,1.3314661,103.9482377,,,,
Tiong Bahru Bakery,cafe,1.3013209,103.8400063,Tiong Bahru Bakery,The Centrepoint,https://www.tiongbahrubakery.com/,+65 68774896
PS cafe,cafe,1.3047042,103.8110709,,Harding Road,,
PS Cafe,cafe,1.3068516,103.8298378,,Orchard Road,http://www.pscafe.sg/,
Coffee Shop - Chicken Rice,cafe,1.348953,103.93298,,Street 81,,
Mixue,cafe,1.3003144,103.8552471,Mixue,Victoria Street,,
